idcvlac,autor,nombre,tipo,verificado,nombre_comercial,contrato_registro,lugar,fecha,palabras,areas,sectores
0000411884,"RICHARD MARCELO IMBACHI CHAVEZ, SANDRO MAURICIO RAMOS VELASCO, GUSTAVO PEREZ GUERRERO, YINET VANESA HOYOS BOLANOS, MARIA CAMILA AYALA GIRON",Bioproducto de Placa para bioconstruccion,Producción técnica - Prototipo - Industrial,False,,,Colombia,2022,"Arquitectura, Logistica, residuos, TRL, UEES","Ingeniería y Tecnología -- Biotecnología Industrial -- Bioproductos (Productos que se Manufacturan Usando Biotecnología), Biomateriales, Bioplásticos, Biocombustibles, Materiales Nuevos Bioderivados, Químicos Finos Bioredivados","Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal, Construcción civil, Desarrollo de nuevos materiales, Desarrollo rural, Desarrollo Urbano, Logística de transporte, almacenamiento y comunicaciones, Productos y procesos biotecnológicos - Productos y procesos biotecnológicos vinculados a la agricultura"
0000411884,"NELSON FABIAN CHANTRE SANCHEZ, RICHARD MARCELO IMBACHI CHAVEZ",SOFTWARE DE ALERTA TEMPRANA PARA EL APROVECHAMIENTO DE RESIDUOS DE CAFÉ EN LA CONSTRUCCIÓN DE AGLOMERADOS,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,"residuos, app, cafe, Logistica, aglomerados","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Ingeniería Industrial","Logística de transporte, almacenamiento y comunicaciones"
0001341288,JOSE LUIS JURADO MUNOZ,Aplicacion de las metodologia TSP i en el uso de herramientas software,Producción técnica - Prototipo - Industrial,True,Herramienta de Apoyo Institucional en recursos Audiovisuales,18-06-008,Colombia,2008,,,
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, ALCY RENE CERON MOSQUERA, SUSANA CAJIAO",MATERIAL COMPUESTO A PARTIR DE AFRECHO DE YUCA PARA LA FABRICACIÓN DE RECIPIENTES Y ENVASES BIODEGRADABLES,Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,"Afrecho de Yuca, Biodegradable, Biodegradable Packaging, Empaques semirrigidos biodegradables, Materiales Biodegradables, Harina De Yuca, fibra de fique, Fibras naturales, Cassava, contenedores semirrigidos",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, JUAN PABLO CASTANEDA, DIANA PAOLA NAVIA PORRAS, PELÍCULAS BIODEGRADABLES FLEXIBLES COMPUESTAS POR ALMIDÓN DE YUCA, ACIDO POLILÁCTICO Y",POLICAPROLACTONA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2011,,,
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, GERMAN ANTONIO ARBOLEDA MUNOZ, JHON JAIRO PALECHOR TROCHEZ, PEDRO ALBAN BOLANOS, DIEGO FABIAN JOAQUI DAZA",Bolsa de Almacigo,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,"Biodegradable Packaging, Biodegradable Polymers, Biodegradabilidad, Extrusión doble tornillo, Innovación, Patentes",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,Desarrollo de nuevos materiales
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, DIANA PAOLA NAVIA PORRAS, JUAN PABLO CASTANEDA, MATERIAL COMPUESTO POR HARINA DE YUCA",FIBRA DE FIQUE Y GLICERINA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2011,,,
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, KAREN DELGADO DELGADO, GIOVANNI ALEJANDRO VARONA BELTRAN, CAMILO ELIAS MONTILLA BUITRAGO",Peliculas flexibles para la fabricación de guantes para el consumo humano,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,,Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,Desarrollo de nuevos materiales
0000374156,"HECTOR SAMUEL VILLADA CASTILLO, KAREN DELGADO DELGADO, ALCY RENE CERON MOSQUERA, SUSANA CAJIAO, CAMILO ELIAS MONTILLA BUITRAGO",Plato desechable Biodegradable,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,,Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,Desarrollo de nuevos materiales
0001494077,CLAUDIA ANDREA SUAREZ RAMOS,BEBIDA ENERGIZANTE A BASE DE ALOE VERA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,,
0001380950,FREDY EDUARDO LOPEZ DAZA,"Planos, Memorias y Cantidades y Presupuestos de obra para 24 trapiches Paneleros Pilotos",Producción técnica - Prototipo - Industrial,True,Modeos de adecuación de infraestructura panelera,No aplica,Colombia,2007,,,
0001378150,"ALCY RENE CERON MOSQUERA, SUSANA CAJIAO, KAREN DELGADO DELGADO, CAMILO ELIAS MONTILLA BUITRAGO, HECTOR SAMUEL VILLADA CASTILLO",PLATO DESECHABLE BIODEGRADABLE ELABORADO A PARTIR DE HARINA DE YUCA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,"recipientes biodegradables, biodegradabilidad, Fibra de fique",Ciencias Agrícolas -- Biotecnología Agrícola -- Biotecnología Agrícola y de Alimentos,Desarrollo de nuevos materiales
0001674199,MONICA ALEJANDRA MORENO RUANO,Prototipo recuperación de cianuro,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,Ingeniería y Tecnología -- Ingeniería Química -- Ingeniería Química (Plantas y Productos),"Captación, tratamiento y distribución de agua, limpieza urbana, aguas residuales y actividades conexas"
0001004654,DANIEL RODRIGO ORTEGA ALEGRIA,TransesterificaSound,Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,"biodiesel, Cavitacion, cavitation, Piezoelectrico, reactor , reactor ultrasonico","Ingeniería y Tecnología -- Ingeniería Química -- Ingeniería Química (Plantas y Productos), Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático","Fabricación de productos químicos - Fabricación de otros productos químicos, Fabricación de máquinas y equipos, incluso máquinas-herramientas - Fabricación de máquinas con componentes de mecánica de precisión"
0001004654,"DANIEL RODRIGO ORTEGA ALEGRIA, CARLOS FELIPE LOPEZ CORDOBA, JULIO ANDRES MOSQUERA BOLANOS, JULIAN ANDRES CAICEDO MUNOZ",Sistema Electromecánico para el Conteo y Clasificación de Peces Alevinos,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica, Ciencias Naturales -- Ciencias Físicas -- Óptica",Pesca acuicultura y maricultura
0001008501,DIDIER VERA HERNANDEZ,DISEÑO E IMPLEMENTACIÓN DE PROTOTIPO AUTOMATIZADO PARA LA PRODUCCIÓN DE ALMIDON DE YUCA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2015,,,
0001008501,"DIDIER VERA HERNANDEZ, DISEÑO E IMPLEMENTACION DE UN PROPOTIPO PARA LA SELECCION Y CLASIFICACION POR COLOR DEL GRANO DE CAFE CEREZA",BASADO EN TECNICAS DE VISION ARTIFICIAL Y REDES NEUROLALES,Producción técnica - Prototipo - Industrial,True,,,Colombia,2015,"robot movil, sistema de control","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático",
0001240285,GUILLERMO ALBERTO CAMACHO MUNOZ,SISTEMA DE ADQUISICIÓN DE SEÑALES EMG,Producción técnica - Prototipo - Industrial,False,,,Colombia,2010,,,
0000102065,JEISON JAVIER TACUE GONZALEZ,Prototipo de Medición y Monitoreo de energía electrica para robot bipedo,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,,,
0000035637,MARTHA LUCIA OROZCO GUTIERREZ,PERI Plataforma para Emulación remota en ingeniería,Producción técnica - Prototipo - Industrial,False,PERI,234-2005,Colombia,2008,,,
0000390003,"OSCAR AMAURY ROJAS ALVARADO, JAMES ALIRIO CHAVES",Servidor RsView32 para el Control de Procesos Distribuidos,Producción técnica - Prototipo - Industrial,True,,,Colombia,2002,"OPC, SCADA, Rsview32","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Actividades de asesoramiento y consultoría a las empresas - Ensayos de materiales y productos análisis de calidad, Educación"
0000390003,"OSCAR AMAURY ROJAS ALVARADO, JUAN BERNARDO GUZMAN",Automatización de Procesos con Profibus y Wonderware Suite 2000,Producción técnica - Prototipo - Industrial,True,,,Colombia,2001,"Profibus, SCADA, Wonderware","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Actividades de asesoramiento y consultoría a las empresas - Ensayos de materiales y productos análisis de calidad, Educación"
0000390003,"OSCAR AMAURY ROJAS ALVARADO, ANDRES JAVIER ECHEVERRI MUNOZ, JORGE OLMEDO GOMEZ MONDRAGON, FRED EDUARDO MORALES BITAR",Sistema de Telemetría y Telecontrol del Servicio de Energía Eléctrico,Producción técnica - Prototipo - Servicios,True,,,Colombia,2003,"Power Line Communication PLC, Domótica, Telemetría","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Fabricación de material electrónico y de aparatos y equipos de comunicación - Fabricación de aparatos y equipos de telecomunicación, Actividades de asesoramiento y consultoría a las empresas - Otras actividades de asesoramiento y consultoría a las empresas, Educación"
0000390003,OSCAR AMAURY ROJAS ALVARADO,PROTOTIPO DE GESTION DE CAMPAÑAS BATCH PARA LA EMPRESA OMNICON S.A,Producción técnica - Prototipo - Industrial,False,,,Colombia,2013,,,
0000390003,OSCAR AMAURY ROJAS ALVARADO,PROTOTIPO SOFTWARE PARA EL INTERCAMBIO ESTANDARIZADO DE INFORMACIÓN DEL MÓDULO PP-PI DE SAP/R3 PARA LA EMPRESA OMNICON S.A,Producción técnica - Prototipo - Industrial,False,,,Colombia,2013,,,
0000390003,OSCAR AMAURY ROJAS ALVARADO,PROTOTIPO DE AUTOMATIZACIÓN DE LOS FLUJOS DE TRABAJO PARA EL DEPARTAMENTO DE TALENTO HUMANO EN LA EMPRESA OMNICON S.A,Producción técnica - Prototipo - Industrial,False,,,Colombia,2013,,,
0000718890,PABLO EDUARDO CAICEDO RODRIGUEZ,COLLAR PARA LA DETECCIÓN DE ESTRO EN BOVINOS,Producción técnica - Prototipo - Industrial,False,,,Colombia,2021,,,
0000868183,"JULIAN DARIO MIRANDA CALLE, WILSON JAVIER ARENAS LOPEZ, SERGIO ALEXANDER SALINAS",Sistema de Localización no Ionizante de Orificios de Bolqueo Distal para un Clavo Intramedular Femoral Anterógrado,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,Instrumentación Médica,Ingeniería y Tecnología -- Ingeniería Médica -- Ingeniería Médica,"Fabricación de equipos de instrumentación médico-hospitalarios, instrumentos de precisión y ópticos, equipos para automación industrial, cronómetros y relojes - Fabricación de otros aparatos e instrumentos de medida, test y control, exceto equipos para control de procesos industriales"
0000868183,"ALIX ANGARITA CASTILLO, NELSON FERNANDO MONROY RIOS, SERGIO ALEXANDER SALINAS",Sistema de Monitoreo y Detección de Accidentes de Motocicletas,Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,"e-Salud, Bioingeniería, Internet de las cosas",Ingeniería y Tecnología -- Ingeniería Médica -- Ingeniería Médica,Fabricación y montaje de vehículos automotores - Otro
0000264644,"CAROLINA GONZALEZ SERRANO, JORGE ADRIAN MUNOZ VELASCO, EDWARD ALEXIS MOLINA RIVERA",Construyendo mi Conocimiento,Producción técnica - Prototipo - Servicios,True,,,Colombia,2016,,,
0000264644,"CAROLINA GONZALEZ SERRANO, DAVID SANTIAGO GARCIA CHICANGANA, OSCAR SANTIAGO LOPEZ ERAZO",ExploraGo : Prototipo móvil basado en el contexto para fomentar el aprendizaje activo en museos,Producción técnica - Prototipo - Industrial,True,,,Colombia,2019,,"Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones",
0000264644,CAROLINA GONZALEZ SERRANO,Cooper. VideoJuego para soportar procesos de evaluacion formativa en el aula,Producción técnica - Prototipo - Servicios,True,,,Colombia,2017,,,
0000264644,"ANDREA MARCELA ORTIZ SAMBONI, CAROLINA GONZALEZ SERRANO",Terra Explora. VideoJuego Multijugador con Realidad Aumentada,Producción técnica - Prototipo - Servicios,True,,,Colombia,2018,,,
0000264644,CAROLINA GONZALEZ SERRANO,Tsiunas. Videojuego para prevención de violencias y masculinidades corresponsables,Producción técnica - Prototipo - Servicios,True,,,Colombia,2018,,,
0000264644,CAROLINA GONZALEZ SERRANO,Cuetaya Tierra de Colores,Producción técnica - Prototipo - Servicios,True,,,Colombia,2019,,,
0000892980,CESAR JESUS PARDO CALVACHE,Herramienta para la armonización e integración de marcos de calidad,Producción técnica - Prototipo - Industrial,True,HProcessTOOL,CR-28- 2012,España,2012,,,
0000394718,"IVAN DARIO LOPEZ GOMEZ, OMAR AUGUSTO ESTRADA RAMIREZ, LAURA RESTREPO URIBE, JUAN FERNANDO CAMPUZANO VALLEJO",Foamed hot melt extrusion for extended release amorphous solid solution,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,,
0000394718,"IVAN DARIO LOPEZ GOMEZ, JUAN FERNANDO CAMPUZANO VALLEJO",TWO STEPS REACTIVE COMPOUNDING FOR IMPROVEMENT OF MECHANICAL PROPERTIES IN BIOPOLYMER FORMULATIONS,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,,
0000394718,"ALEXANDER HERNANDEZ MUNOZ, IVAN DARIO LOPEZ GOMEZ",Envase para mejora de la vida de anaquel de productos perecederos,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,"Contacto con alimentos, Vida de anaquel, Perecederos",Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,Fabricación de productos químicos - Fabricación de productos de goma y plásticos
0000264636,JULIO ARIEL HURTADO ALEGRIA,Análisis de la línea de productos SINCO-LP,Producción técnica - Prototipo - Industrial,True,,,Colombia,2003,"Línea de productos, Framework, Análisis de Dominio","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica",Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software)
0000232610,"JAIRO ALEJANDRO GOMEZ ESCOBAR, JESUS MARTIN TALAVERA PORTOCARRERO, LUIS EDUARDO TOBON LLANO, MARIA ALEJANDRA CULMAN FORERO, JUAN MANUEL ARANDA LOPEZ KING, LUIS ALFREDO QUIROZ PRADA, LUIS ERNESTO GARRETA UNIGARRO",Aplicación para la identificación de deficiencias nutricionales en palma de aceite usando el Internet de las Cosas,Producción técnica - Prototipo - Servicios,True,,,Colombia,2016,"Agricultura, Internet de las Cosas (IoT)","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal"
0000232610,"JAIRO ALEJANDRO GOMEZ ESCOBAR, JESUS MARTIN TALAVERA PORTOCARRERO, LUIS EDUARDO TOBON LLANO, MARIA ALEJANDRA CULMAN FORERO, JUAN MANUEL ARANDA LOPEZ KING, LUIS ALFREDO QUIROZ PRADA, LUIS ERNESTO GARRETA UNIGARRO",Monitorización y geolocalización de ruido en la ciudad usando el Internet de las Cosas,Producción técnica - Prototipo - Servicios,True,,,Colombia,2016,"Internet de las Cosas (IoT), Visión por computador, Agricultura de precisión, Palma de aceite","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica","Agricultura, pecuaria, silvicultura, explotación forestal - Producción vegetal"
0000283860,PABLO MAGE IMBACHI,SISTEMA DE INFRAESTRUCTURA DE MEDICIÓN AVANZADA SOPORTADO EN SISTEMA PARA MONITOREO DEL ESTADO DE CONEXIÓN DE MEDIDORES A SU RESPECTIVO TRANSFORMADOR,Producción técnica - Prototipo - Servicios,False,,,Colombia,2017,,,
0000232211,"SANDRA MILENA ROA MARTINEZ, MARITZA FERNANDA MERA GAONA",PROTOTIPO DE SISTEMA DE RECUPERACIÓN DE IMÁGENES MICROSCÓPICAS BASADA EN CONTENIDO VISUAL PARA EL ASESORAMIENTO DEL DIAGNÓSTICO DEL CONDILOMA PLANO VIRAL,Producción técnica - Prototipo - Servicios,True,,,Colombia,2012,,,
0000232211,"MARITZA FERNANDA MERA GAONA, SANDRA MILENA ROA MARTINEZ",Prototipo de sistema de control parental basado en estimación automática de edad extraída de imágenes faciales,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,,,
0000921220,HUGO ORDONEZ ERASO,Analisador Español,Producción técnica - Prototipo - Industrial,True,Analizador Español,,Colombia,2010,,,
0000642452,"SORY ALEXANDER MORALES FERNANDEZ, CLAUDIA LORENA PAREDES, CARLOS ALBERTO GOMEZ",Casetas para venta de revistas. Popayán,Producción técnica - Prototipo - Industrial,True,Diseño mobiliario urbano: casetas de revistas Popayán,,Colombia,2009,"DISEÑO, PARQUE",Humanidades -- Arte -- Arquitectura y Urbanismo,Desarrollo Urbano
0000692662,CLARA INES URIBE GIRALDO,Sensibilización afianzamiento de la identidad cultural y turística para la niñez del Departamento del Cauca,Producción técnica - Prototipo - Industrial,True,tampu niñoS,Contrato Mincultura Concertación 0828-06,Colombia,2006,"Inclusión digital, Patrimonio cultural, Sensibilización, TICs","Ciencias Naturales -- Computación y Ciencias de la Información -- Ciencias de la Computación, Ciencias Sociales -- Ciencias de la Educación -- Educación General (Incluye Capacitación, Pedagogía)","Desarrollo de programas (software) y prestación de servicios en informática - Desarrollo de programas (software), Desarrollo rural"
0000004636,JOSE ALFONSO ESPADA VILLAQUIRAN,Hilos Abisales: Línea contemporánea de joyería en plata y seda,Producción técnica - Prototipo - Industrial,False,Hilos Abisales,N/A,Colombia,2009,,,
0001481292,"DORA MARCELA BENITEZ RAMIREZ, CRISTIAN EDUARDO RINCON BOSIGAS",Prototipo de Muestreo Hi-vol PM10,Producción técnica - Prototipo - Industrial,True,,,Colombia,2014,,"Ingeniería y Tecnología -- Ingeniería Ambiental -- Sensores Remotos, Ingeniería y Tecnología -- Ingeniería Ambiental -- Minería y Procesamiento de Minerales, Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería del Petróleo (Combustibles, Aceites), Energía y Combustibles, Ingeniería y Tecnología -- Ingeniería Ambiental -- Ingeniería Ambiental y Geológica, Ingeniería y Tecnología -- Ingeniería Mecánica -- Ingeniería Mecánica, Ingeniería y Tecnología -- Ingeniería Mecánica -- Mecánica Aplicada, Ingeniería y Tecnología -- Ingeniería Mecánica -- Termodinámica, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Hardware y Arquitectura de Computadores, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Ingeniería Industrial, Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías","Desarrollo de programas (software) y prestación de servicios en informática - Consultoría en sistemas de informática, Actividades de asesoramiento y consultoría a las empresas - Asesoramiento o consultoría jurídica, contábil, de opinión pública y en la gestión de empresas, Salud humana - Cuidado a la salud de las poblaciones humanas, Salud humana - Desarrollo de productos tecnológicos para la salud humana, Desarrollo rural, Productos y servicios para la defensa y protección del medio ambiente, incluyendo el desarrollo sostenible., Industrias extractivas - Extracción de otros minerales, Fabricación de coque, refinado de petróleo, elaboración de combustibles nucleares y producción de alcohol - Fabricación de coque, Metalurgia básica - Fundición de metales ferrosos y no ferrosos, Fabricación de máquinas, aparatos y materialies eléctricos, Otros sectores - Industria Electro-Eletrónica"
0001481292,"DORA MARCELA BENITEZ RAMIREZ, DIEGO FERNANDO SIERRA RINCON, ALVARO JAVIER TORRES REYES, JHON FERNANDO PEREZ RAMIREZ",Diseño e Implementación de un Prototipo de Precipitador Electrostático para Control de Material Particulado en Zonas de Explotación de Carbón y Producción de Coque,Producción técnica - Prototipo - Industrial,True,,,Colombia,2014,"diseño de equipos de control de emisiones, Automatización, calidad del aire, , material particulado","Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Automatización y Sistemas de Control, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería Eléctrica y Electrónica, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Ingeniería de Sistemas y Comunicaciones, Ingeniería y Tecnología -- Ingenierías Eléctrica, Electrónica e Informática -- Robótica y Control Automático, Ingeniería y Tecnología -- Ingeniería Ambiental -- Minería y Procesamiento de Minerales, Ingeniería y Tecnología -- Ingeniería Ambiental -- Sensores Remotos","Fabricación de equipos de instrumentación médico-hospitalarios, instrumentos de precisión y ópticos, equipos para automación industrial, cronómetros y relojes - Fabricación de máquinas, aparatos y equipos de sistemas electrónicos dedicados a la automación industrial y control del proceso productivo, Desarrollo de programas (software) y prestación de servicios en informática - Otras actividades de prestación de servicios en informática, Salud humana - Cuidado a la salud de las poblaciones humanas, Salud humana - Desarrollo de productos tecnológicos para la salud humana, Otros sectores - Energía, Otros sectores - Industria Metal-Mecánica, Otros sectores - Calidad y Productividad, Otros sectores - Recursos Minerales, Industrias extractivas - Extracción de petróleo y servicios correlacionados, Industrias extractivas - Extracción de otros minerales, Industrias extractivas - Otras industrias extractivas, Industrias extractivas - Otro, Fabricación de material electrónico y de aparatos y equipos de comunicación - Fabricación de material electrónico básico"
0001437370,NASLY YANID DELGADO ESPINOSA,Biodiscos para remoción de contaminantes emergentes,Producción técnica - Prototipo - Industrial,True,,,Argentina,2017,,,
0001437370,NASLY YANID DELGADO ESPINOSA,Columna de adsorción de lecho fijo y flujo descendente con carbón activado en polvo,Producción técnica - Prototipo - Industrial,True,,,Argentina,2019,,,
0001437370,NASLY YANID DELGADO ESPINOSA,Humedales de flujo horizontal para remoción de contaminantes emergentes,Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,,,
0000162040,"VERONICA MABEL PAZ SOLARTE, Construcción de un Juego Interactivo, a partir del lenguaje artístico de la Literatura Infantil y las TIC",para niñas y niños de los grados tercero y cuarto de primaria de diferentes Instituciones Educativas. Resolución 021 del 15 febrero 2020 convocatoria 047 de semilleros de investigación,Producción técnica - Prototipo - Industrial,False,,,Colombia,2020,,,
0000268453,OLGA LUCIA CADENA DURAN,Fincas escuelas agroecológicas: estrategias innovadoras de transferencia y apropiación social de conocimientos locales,Producción técnica - Prototipo - Servicios,True,,,Colombia,2018,,,
0000667021,"FRANCISCO JAVIER ORTEGA, MODELO CONTABLE DE IDENTIFICACION, MEDICION",VALORACION Y REPRESENTACION DE IMPACTOS AMBIENTALES,Producción técnica - Prototipo - Industrial,False,,,México,2012,,,
0001562582,JOSE CORTES CARVAJAL,SISTEMA DETECTOR DE INTENCIÓN DE MOVIMIENTO A PARTIR DE SEÑALES ELECTROMIOGRÁFICAS SUPERFICIALES,Producción técnica - Prototipo - Industrial,True,,,Colombia,2012,,,
0001562582,JOSE CORTES CARVAJAL,App Movil BREAK (Dinamizar Pausas Activas),Producción técnica - Prototipo - Industrial,True,,,Colombia,2016,,,
0000265675,CARLOS ARTURO LEON ROA,Desarrollo del Prototipo Industrial del Concentrador Telefónico Digital CTD,Producción técnica - Prototipo - Industrial,True,Concentrador Telefónico Digital CTD,,Colombia,1993,Concentrador Telefónico Digital CTD,Ingeniería y Tecnología -- Otras Ingenierías y Tecnologías -- Otras Ingenierías y Tecnologías,Desarrollo de programas (software) y prestación de servicios en informática
0000265675,CARLOS ARTURO LEON ROA,CCVP-Sistema de Conteo y Clasificación Vehicular para Peajes,Producción técnica - Prototipo - Industrial,False,,,Colombia,1994,,,
0000265675,"CARLOS ARTURO LEON ROA, HECTOR SAMUEL VILLADA CASTILLO, LAURA VICTORIA LEON CASANOVA, CLAUDIA MARITZA GAMBOA FRANCO, SEBASTIAN ZULUAGA ARISTIZABAL",Empaque multicapa compostable para snacks de macadamia salada,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0000265675,"CARLOS ARTURO LEON ROA, HECTOR SAMUEL VILLADA CASTILLO, LAURA VICTORIA LEON CASANOVA, CLAUDIA MARITZA GAMBOA FRANCO",Empaque compostable para snacks funcionales YELLOW FOODS,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0000265675,"CARLOS ARTURO LEON ROA, CLAUDIA MARITZA GAMBOA FRANCO, LAURA VICTORIA LEON CASANOVA, HECTOR SAMUEL VILLADA CASTILLO, SEBASTIAN ZULUAGA ARISTIZABAL",Sachet multicapa compostable para azucar organica 5 gr,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001386390,CLAUDIA MARITZA GAMBOA FRANCO,Empaque compostable para snacks funcionales YELLOW FOODS,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001386390,CLAUDIA MARITZA GAMBOA FRANCO,Sachet multicapa compostable para azucar organica 5 gr,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001386390,CLAUDIA MARITZA GAMBOA FRANCO,Empaque multicapa compostable para snacks de macadamia salada,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001966167,SEBASTIAN ZULUAGA ARISTIZABAL,Empaque multicapa compostable para snacks de macadamia salada,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0001966167,SEBASTIAN ZULUAGA ARISTIZABAL,Sachet multicapa compostable para azucar organica 5 gr,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,Ciencias Sociales -- Economía y Negocios -- Negocios y Management,
0002042699,ALEJANDRA YICEL VARGAS MUNOZ,PROTOTIPO WEB CALNOT,Producción técnica - Prototipo - Industrial,False,,,Colombia,2020,,,
0001427280,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS",COVIDA,Producción técnica - Prototipo - Industrial,True,,,Colombia,2020,,,
0001427280,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, CESAR RODRIGO MALAVER FLOR, SANDRA PATRICIA CASTILLO LANDINEZ",EcoEstación,Producción técnica - Prototipo - Industrial,True,,,Colombia,2017,,,
0001427280,"JULIAN ANDRES CAICEDO MUNOZ, JULIO ANDRES MOSQUERA BOLANOS, CARLOS FELIPE LOPEZ CORDOBA, DANIEL RODRIGO ORTEGA ALEGRIA",Alevín,Producción técnica - Prototipo - Industrial,True,,,Colombia,2018,,,
